job_title,company_name,location,summary,salary,clean_address,commute,distance_km
Principal Data Scientist,GoGuardian,"El Segundo, CA","7 years+ experience as Data Scientist (data analysis, visualization, ML) with relevant work experience. Building tooling to support related efforts such as data...",Nothing_found,"GoGuardian El Segundo, CA",32.7166666667,29.429
Research Analyst,DENSO TEN AMERICA Limited,"Torrance, CA","Data analysis program skills are essential. Ability to define problems, collect data, establish facts, and draw valid....",Nothing_found,"DENSO TEN AMERICA Limited Torrance, CA",19.05,11.96
Research Analyst (Litigation & Expert Services),Nathan Associates Inc,"Irvine, CA","Collecting and synthesizing economic, statistical, and financial data; Nathan Associates seeks qualified candidates for a Research Analyst, Litigation & Expert...",Nothing_found,"Nathan Associates Inc Irvine, CA",65.5,76.853
"Environmental, Social & Governance (ESG) Research Analyst",Pacific Investment Management Company LLC,"Newport Beach, CA 92660","PIMCO is a global investment solutions provider with more than 2,300 dedicated professionals in 12 countries focused on a single mission: to manage risks and...",Nothing_found,"Pacific Investment Management Company LLC Newport Beach, CA 92660",21.4166666667,19.637
"Scientist, Bioinformatics",DxTerity,"Rancho Dominguez, CA","Strong background in data analysis & statistical modeling of biological data. The candidate will be responsible for analyzing genomic data sets, and working...",Nothing_found,"DxTerity Rancho Dominguez, CA",40.9666666667,44.474
Lead Data Scientist,BCG Digital Ventures,"Manhattan Beach, CA","Leading and managing a team of data scientists. In your role as the Lead Data Scientist at BCG Digital Ventures, you will:....",Nothing_found,"BCG Digital Ventures Manhattan Beach, CA",0.0,0.0
Data Analysis Specialist for Behavioral Health Outpatient Facility,Telecare Corporation,"Long Beach, CA","Verifies accuracy of data. Oversees that data is collected accurately and on time. The Data Analyst is responsible for coordinating all Caminar, Avatar and EHR...",Nothing_found,"Telecare Corporation Long Beach, CA",43.2333333333,45.4
Analyst - Marketing Analytics,Joybird,"Commerce, CA","2+ years of experience as a Data Analyst, Data Scientist or Management Consultant. Joybird is looking for a Marketing Analytics Analyst who is hungry to be an...",Nothing_found,"Joybird Commerce, CA",43.2333333333,45.4
"Research Scientist, 2018 Graduate Intern",The Aerospace Corporation,"El Segundo, CA 90245",Experience analyzing ground-based GPS data and GPS radio occultation data. Develop software for processing GPS radio occultation data....,Nothing_found,"The Aerospace Corporation El Segundo, CA 90245",75.1666666667,66.537
Marketing Research Analyst,New Sun Investment Group,"Commerce, CA 90040","Manage and resolve the key data issues involving quality, consistency of data for analytical purposes. 3 - 4 years of experience interpreting data and providing...",Nothing_found,"New Sun Investment Group Commerce, CA 90040",0.0,0.0
Campaign Operations Specialist,Joybird,"Commerce, CA","Flex / change / adapt to real-time data and information What we're looking for:. Comfortable with data / analytics and interested in learning more (e.g., excel,...",Nothing_found,"Joybird Commerce, CA",13.7333333333,10.871
Data Analysis Specialist,PRN Ambulance,"North Hills, CA",The Data Analysis Specialist is responsible for verifying that all transport information is complete and consistent with call intake data....,Nothing_found,"PRN Ambulance North Hills, CA",58.4333333333,43.013
Device Engineer/Scientist,Emcore,"Alhambra, CA 91803","And manufacture optical components, subsystems and systems that enable the transmission of video, voice, and data over high-capacity fiber optic links for a...",Nothing_found,"Emcore Alhambra, CA 91803",39.6666666667,41.227
Research Scientist,Western University of Health Sciences,"Pomona, CA","Make solutions and use microscopes, biochemical and molecular techniques, a variety of pumps, detectors, software, and visual observation to record data....",Nothing_found,"Western University of Health Sciences Pomona, CA",58.1333333333,42.883
Resource Intern LA - Summer 2018,BuzzFeed,"Los Angeles, CA 90036","We have offices in 19 cities around the world and more than 1500 employees including reporters, video producers, data scientists, engineers, brand strategists,...",Nothing_found,"BuzzFeed Los Angeles, CA 90036",57.5,43.705
Sr. Machine Learning / Data Scientist,CyberCoders,"Torrance, CA 90501",Sr. If you are Sr. Machine Learning Engineer or Sr. We are looking for a Sr....,"$120,000 - $160,000 a year","CyberCoders Torrance, CA 90501",73.4333333333,58.314
Data Scientist,Hulu,"Santa Monica, CA",We are looking for data scientists who are passionate about using data to drive strategy and product recommendations....,Nothing_found,"Hulu Santa Monica, CA",373.183333333,653.578
Senior Data Scientist,CareerMonks,"Los Angeles, CA","Qualifications: * Ph.D. degree in Computer Science, Statistics or related discipline, plus 2-4 years of relevant post-PhD work experience; * In lieu of a Ph.D....",Nothing_found,"CareerMonks Los Angeles, CA",63.1166666667,52.591
Data Scientist,Universal Music Group,"Santa Monica, CA","Universal Music Group is looking for a Data Scientist to join our in-house Data Science R&D team, working across prediction, segmentation, price optimization,...",Nothing_found,"Universal Music Group Santa Monica, CA",32.6833333333,26.631
Data Scientist,Taboola,"Los Angeles, CA","Experience in collecting data from/exposing data to various data sources and services (API, JSON, XML). As a Sr....",Nothing_found,"Taboola Los Angeles, CA",18.1,11.901
Data Scientist,Pray,"Los Angeles, CA",We’re looking for a Data Scientist to join the Pray app. Fluency in SQL or other big data querying languages....,Nothing_found,"Pray Los Angeles, CA",0.0,0.0
Data Scientist,Neural Analytics,"Los Angeles, CA 90064","Neural Analytics, a medical device company, is seeking a Data Scientist to support development of innovative, data-driven brain health diagnostics....",Nothing_found,"Neural Analytics Los Angeles, CA 90064",77.3333333333,89.82
Sr. Data Scientist,Taboola,"Los Angeles, CA","Experience in collecting data from/exposing data to various data sources and services (API, JSON, XML). As a Sr....",Nothing_found,"Taboola Los Angeles, CA",75.3333333333,84.133
Sr. Data Scientist,tronc,"Los Angeles, CA",We are looking for a Senior Data Scientist to join a newly formed data science and engineering team at tronc in our Los Angeles office. The team’s mission is to...,Nothing_found,"tronc Los Angeles, CA",74.3833333333,81.417
Senior Biostatistician I,CEDARS-SINAI,"Los Angeles, CA","This may include advice on the design of questionnaires to ease data entry, designing of data screens, documentation, data formats, data dictionary, custom data...",Nothing_found,"CEDARS-SINAI Los Angeles, CA",58.1,43.835
Senior Data Scientist,Dex YP,"Santa Monica, CA","Knowledge of NoSQL and Big Data. Knowledge of NoSQL, Hadoop and Big Data in general. This position works as a senior member of a research engineering team...",Nothing_found,"Dex YP Santa Monica, CA",381.9,679.698
Sr. Data Scientist,Veear Projects,"Los Angeles, CA","Our client is seeking for Sr.Data Scientist in Los Angeles, CA. Local candidates Preferred....",Nothing_found,"Veear Projects Los Angeles, CA",0.0,0.0
Researcher,Riot Games,"Los Angeles, CA","As a Researcher , you’ll join the Insights discipline – the group of researchers, analysts, data scientists, and strategists responsible for solving problems...",Nothing_found,"Riot Games Los Angeles, CA",34.2833333333,46.414
Sr. Data Scientist,SpaceX,"Hawthorne, CA","Sr. Perform exploratory data analysis, extract data from various sources, clean and aggregate data. The Data Science team is a new team in the Enterprise Data...",Nothing_found,"SpaceX Hawthorne, CA",41.6166666667,48.638
Sr. Data Scientist - (relo to LA),Taboola,"Los Angeles, CA","Experience in collecting data from/exposing data to various data sources and services (API, JSON, XML). As a Sr....",Nothing_found,"Taboola Los Angeles, CA",28.25,36.69
Senior Data Scientist,Grindr,"Los Angeles, CA 90046",We have embedded analysts on the team - the Senior Data Scientist will be the subject matter expert and mentor for BI analysis and data scientists throughout...,Nothing_found,"Grindr Los Angeles, CA 90046",33.4666666667,43.737
Sr. Data Scientist,The Aerospace Corporation,"El Segundo, CA 90245",The Computer Systems Research Department (CSRD) is seeking a Senior Data Scientist specializing in machine learning and data science systems....,Nothing_found,"The Aerospace Corporation El Segundo, CA 90245",42.4833333333,51.691
Vice President of Data Science,Futuredontics,"Los Angeles, CA 90045","We’re in pursuit of a data scientist / statistician to be part of our senior leadership team. Build relationships with senior management, business operators and...",Nothing_found,"Futuredontics Los Angeles, CA 90045",33.1666666667,35.198
Sr Analyst National Market Research,Kaiser Permanente,"Burbank, CA",Some knowledge of data analysis software. Provide research support to Senior Leadership to help guide strategic & tactical decisions....,Nothing_found,"Kaiser Permanente Burbank, CA",45.1166666667,54.678
Fraud Data Scientist,Stamps.com,"El Segundo, CA 90245","Reporting to the Sr. Analyze large data sets to identify behavior trends among good users and bad actors, using pattern recognition techniques that include...",Nothing_found,"Stamps.com El Segundo, CA 90245",32.0333333333,29.429
Senior Data Scientist,Dollar Shave Club,"Marina del Rey, CA 90292","We’re seeking a Senior Software Engineer who specializes in data pipelines, data exploration, statistical analysis, machine learning and other aspects of data...",Nothing_found,"Dollar Shave Club Marina del Rey, CA 90292",42.0833333333,36.317
Senior Data Analytics Consultant,The Griffin Groupe Executive Search,"Los Angeles, CA",Senior Data Analytics Consultant*. The Senior Data Analyst of Audit Services Data Analytics will report to the Senior Manager of Data Analytics and...,Nothing_found,"The Griffin Groupe Executive Search Los Angeles, CA",38.3166666667,30.707
Senior Data Engineer,Clutter,"Los Angeles, CA","We are looking for a Senior Data Engineer to build our data pipelines, reliably move data across systems, and build the tools to empower our Analysts and Data...",Nothing_found,"Clutter Los Angeles, CA",28.2,30.625
Senior Business Analyst,ZestFinance,"Los Angeles, CA",Work closely with a team of data scientists to build machine learning models against specific business objectives....,Nothing_found,"ZestFinance Los Angeles, CA",28.2,30.625
Sr. Assoc Machine Learning Modeler / Data Scientist,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Nothing_found,"ZestFinance Los Angeles, CA",28.2,30.625
Senior Data Scientist,All-In Analytics,"Los Angeles, CA",SENIOR DATA SCIENTIST. 10+ years as Data Scientist in a delivery oriented environment after advanced degree Experience with Property & Claims Insurance or...,Nothing_found,"All-In Analytics Los Angeles, CA",43.7166666667,44.474
"Senior Analyst, Research & Analytics",Sony Pictures Entertainment Inc.,"Culver City, CA 90232","Must be numerate, have ability to analyze audience research data and comfortable with large data sets. Senior Analyst, Research & Analytics....",Nothing_found,"Sony Pictures Entertainment Inc. Culver City, CA 90232",38.3166666667,30.707
Senior Statistical Programmer- REMOTE,PRA Health Sciences,"Santa Monica, CA","Liaises with other departments to properly implement data models (e.g. Provides input to the statistical analysis plan, table shells, data integration plans,...",Nothing_found,"PRA Health Sciences Santa Monica, CA",45.4,40.301
Senior Scientist Clinical Research,Abbott Laboratories,"Sylmar, CA","We are seeking an experienced, high caliber Senior Clinical Research Scientist who will provide scientific expertise throughout the development and...",Nothing_found,"Abbott Laboratories Sylmar, CA",32.0833333333,29.429
"Senior Machine Learning Engineer, Data Science",ZEFR,"Venice, CA 90291","Participate as a member of the Data Science team, work closely with data scientists, engineers, and product managers....",Nothing_found,"ZEFR Venice, CA 90291",31.4666666667,37.058
Data & Research Analyst,Occidental College,"Los Angeles, CA 90041","The Data & Research Analyst reports to the Senior Associate Director, Employer & Alumni Engagement. A minimum 2-4 years of experience in a similar role or...",Nothing_found,"Occidental College Los Angeles, CA 90041",30.7166666667,36.514
"Senior Consultant, Advanced Analytics",fractalanalytics,"Los Angeles, CA",The Senior consultant will collaboratively work along with senior engagement managers & lead a team of analysts and data scientists across the globe....,Nothing_found,"fractalanalytics Los Angeles, CA",18.1833333333,11.901
Radar Signal Processing Scientist,NeoHire South,"Santa Monica, CA",Radar Signal Processing Scientist. Genius Sports is seeking a senior radar signal processing expert who is capable of diving deep into hard scientific problems...,Nothing_found,"NeoHire South Santa Monica, CA",18.1833333333,11.901
Senior Computer Vision Scientist,Tinder,"West Hollywood, CA",Hands-on experience in big data framework such as Spark and Hadoop. We are looking for a Computer Vision Scientist to implement computer vision and image...,Nothing_found,"Tinder West Hollywood, CA",38.5,34.685
Analyst,Riot Games,"Los Angeles, CA","As an Analyst, you’ll join the Insights discipline – the group of researchers, analysts, data scientists and strategists responsible for solving problems and...",Nothing_found,"Riot Games Los Angeles, CA",31.8666666667,37.874
"VP, Analytics/Modeling",Blackwood Seven,"Los Angeles, CA","Mentor and manage a team of Data Scientists, Senior Analysts and Analysts. Expert in Machine Learning, Data Mining, Predictive Modeling, Big Data....",Nothing_found,"Blackwood Seven Los Angeles, CA",0.0,0.0
Senior Backend Engineer - Data Team,Tinder,"West Hollywood, CA","As a Senior Backend Engineer on the Data Team, you will work closely with product managers, analysts and scientists in a small but fast growing engineering team...",Nothing_found,"Tinder West Hollywood, CA",33.85,43.737
Senior Data Scientist,"Luna Data Solutions, Inc.","Glendale, CA","Data Scientist who is creative, confident and has experience with Time Series and streaming data science to join their team in Glendale, CA....",Nothing_found,"Luna Data Solutions, Inc. Glendale, CA",43.9666666667,52.555
"Senior Manager, Health Data Analysis",Blue Shield of California,"El Segundo, CA","Under the direction of the Senior Director, the Senior Manager will help manage these efforts, including design and development of prospective programs,...",Nothing_found,"Blue Shield of California El Segundo, CA",35.4833333333,47.716
Senior Product Manager,The Boston Consulting Group,"Los Angeles, CA",Collaborate with BCG data scientists and analytics experts to bring “best of breed” solutions to bear in the product solution....,Nothing_found,"The Boston Consulting Group Los Angeles, CA",35.55,40.602
Principal Machine Learning Engineer,Raytheon,"El Segundo, CA","Analyzing flight test data and validating predicted results. The ideal candidate will be an engineer, mathematician or physicist with experience in machine...",Nothing_found,"Raytheon El Segundo, CA",,
Senior Laboratory Analyst,Labs-Mart LLC.,"Anaheim, CA","Managing and interpreting analytical data. The Senior Scientist will supervise analysts, troubleshoot HPLC and GC instruments, and work closely with management...",Nothing_found,"Labs-Mart LLC. Anaheim, CA",,
Battery Scientist / Engineer,The Aerospace Corporation,"El Segundo, CA 90245",Assists senior scientists and engineers with research. Experience maintaining accurate test data. Experience taking direction from senior scientists and...,Nothing_found,"The Aerospace Corporation El Segundo, CA 90245",,
Senior Natural Language Processing Scientist,Tinder,"Los Angeles, CA",We are looking for a Natural Language Processing Scientist to help us explore a vast amount of data and derive knowledge from that data that can be used to...,Nothing_found,"Tinder Los Angeles, CA",,
Technical Program Manager,Oben,"Pasadena, CA","You will be working with senior scientists, developers, business partners, and external vendors to ensure high quality deliverables....",Nothing_found,"Oben Pasadena, CA",,
Senior SQL Database Programmer,Providence Health & Services,"Santa Monica, CA 90407","Training the next generation of surgical scientists who study and treat cancer; Provide development, programming and support for a comprehensive internally...",Nothing_found,"Providence Health & Services Santa Monica, CA 90407",,
Resource Intern LA - Summer 2018,BuzzFeed,"Los Angeles, CA 90036","Reporting to the Sr. We have offices in 19 cities around the world and more than 1500 employees including reporters, video producers, data scientists, engineers...",Nothing_found,"BuzzFeed Los Angeles, CA 90036",,
Insights Manager,Riot Games,"Santa Monica, CA 90404",Your strength in crafting accessible narratives around data means stakeholders can easily access your thinking and findings....,Nothing_found,"Riot Games Santa Monica, CA 90404",,
Engineering Leadership - Data Engineering,Riot Games,"Los Angeles, CA","Lead software engineers, data scientists and data analysts in order to deliver on product vision. As a Senior Engineering Leader for our Big Data team, you'll...",Nothing_found,"Riot Games Los Angeles, CA",,
Associate Director - Translational Science,Atara Biotherapeutics,"Los Angeles, CA","Reports to Sr. Experience effectively presenting and conveying scientific data internally. The Associate Director - Translational Science, acts as a semi...",Nothing_found,"Atara Biotherapeutics Los Angeles, CA",,
Senior Data Scientist,Ticketmaster,"Hollywood, CA 90028",Carry out tasks encompassing data cleansing and data normalization. Be collecting and analyzing very large data sets....,Nothing_found,"Ticketmaster Hollywood, CA 90028",,
"SENIOR DIRECTOR, EVENTS",XPRIZE Foundation,"Culver City, CA","The Senior Director will be responsible for outsourcing production and logistics, through their network of best-in- class vendors, for large scaled XPRIZE...",Nothing_found,"XPRIZE Foundation Culver City, CA",,
"Nielsen Games Sr Analyst, Research",Nielsen,"Los Angeles, CA","Analyzes in-market data. Nielsen Games Sr Analyst, Research - 6306. Summarizes data for the production of tables, charts, and graphs....",Nothing_found,"Nielsen Los Angeles, CA",,
Space Architecture Business Strategist,The Aerospace Corporation,"El Segundo, CA 90245","ENGRG SPCLST SR. In this role you will act as senior technical authority, consultant, primary investigator, or team leader....",Nothing_found,"The Aerospace Corporation El Segundo, CA 90245",,
Senior Data Scientist,ITStaff Technical Resources,"Los Angeles, CA",ITStaff has been engaged to help our client find a senior data scientist for their team that is open to working in the fast-paced environment of a rapidly...,Nothing_found,"ITStaff Technical Resources Los Angeles, CA",,
Data Analysis Manager,Bank of Hope,"Los Angeles, CA",Advise senior management on implications of proposed and new regulatory policy changes. Support the data gathering and population framework necessary for DFAST...,Nothing_found,"Bank of Hope Los Angeles, CA",,
"Manager, Scientific Communications(Medical/Regulatory Writing)",NantKwest,"Culver City, CA 90232","Write effectively for diverse audiences, including scientists, physicians, payers, regulators, and patients. The manager/senior manager may also be responsible...",Nothing_found,"NantKwest Culver City, CA 90232",,
Senior Analyst - GAMMA,The Boston Consulting Group,"Los Angeles, CA","Data Visualization Specialists together with Data Engineers, Data Scientists, Scientific Modelers and Scientific Programmers as well Geospatial Analysts, are...",Nothing_found,"The Boston Consulting Group Los Angeles, CA",,
Principal Engineer,ZestFinance,"Los Angeles, CA","This is a hands-on position, and you will have many opportunities to pair with junior and senior developers and data scientists, delivering features while...",Nothing_found,"ZestFinance Los Angeles, CA",,
Clinical Research Compliance Policies & Education Analyst,Providence Health & Services,"Burbank, CA 91506","Our facilities include 34 hospitals, 600 physician clinics, senior services, supportive housing and other health and educational services....",Nothing_found,"Providence Health & Services Burbank, CA 91506",,
Senior Data Scientist,Glocomms,"Los Angeles, CA",Senior Data Scientist. Perform data mining and feature engineering. Experience in data processing and building production models....,Nothing_found,"Glocomms Los Angeles, CA",,
COSC Customer Operations Support Engineer,BOEING,"El Segundo, CA 90245","Locate critical data in department/program libraries, website records, and data repositories. Skilled scientists and thinkers....",Nothing_found,"BOEING El Segundo, CA 90245",,
Senior Backend Engineer - Growth,Tinder,"West Hollywood, CA","We’re a cross-functional team of highly motivated engineers, data scientists, product managers, marketers, and designers....",Nothing_found,"Tinder West Hollywood, CA",,
"Senior Manager, Statistician",AT&T,"El Segundo, CA 90245",4-7 years of experience in data analytics and related field. The ideal candidate will be able to identify the “why” or “so what” from data that he/she distills...,Nothing_found,"AT&T El Segundo, CA 90245",,
Senior Backend Platform Engineer,Tinder,"West Hollywood, CA","In this Senior Backend Platform Engineer role, you will:. Excellent knowledge of Computer Science fundamentals, with strong competencies in data structures,...",Nothing_found,"Tinder West Hollywood, CA",,
Space Radiation Effects Chemist,The Aerospace Corporation,"El Segundo, CA 90245","Required for Senior Member of Technical Staff. Perform data analysis using analytical calculations, modeling/simulation, and standard statistical methods....",Nothing_found,"The Aerospace Corporation El Segundo, CA 90245",,
Junior Market Research Analyst,Infocast Events,"Los Angeles, CA",Infocast is currently seeking individuals to join our team to perform strategic business research and analysis in support of business events for senior level...,Nothing_found,"Infocast Events Los Angeles, CA",,
Medical Records Senior Abstractionist - Cancer Registry,Keck Medical Center of USC,"Los Angeles, CA 90015",Accuracy of abstracting is of utmost importance as physicians and scientists use our data to evaluate treatment methods....,Nothing_found,"Keck Medical Center of USC Los Angeles, CA 90015",,
Senior Material Characterization Scientist,"Ostendo Technologies, Inc.","Walnut, CA","Responsible for GaN related materials characterization, statistical data analysis and failure analysis to support assigned projects, work closely with MOCVD...",Nothing_found,"Ostendo Technologies, Inc. Walnut, CA",,
Sr. Manufacturing Scientist,Shire Pharmaceuticals,"Los Angeles, CA 90079","Excellent ability to analyze and interpret scientific, and statistical data and draw appropriate conclusions. This position reports to the Head of Manufacturing...",Nothing_found,"Shire Pharmaceuticals Los Angeles, CA 90079",,
"Sr. Product Manager, Marketing Technology",Ticketmaster,"Hollywood, CA 90028","Work closely with data scientists, engineers, analysts, third-party partners and internal QA teams to oversee a collaborative and iterative development process....",Nothing_found,"Ticketmaster Hollywood, CA 90028",,
Senior Data Scientist,CyberCoders,"Los Angeles, CA 90001",Senior Data Scientist Are you a Senior Data Scientist with a passion for saving people money & like the fast paced nature of a startup?...,"$140,000 - $175,000 a year","CyberCoders Los Angeles, CA 90001",,
Senior Data Engineer / Architect,CyberCoders,"Venice, CA 90291",Senior Data Engineer / Architect If you consider yourself an A+ Senior/Lead Data Engineer (or Architect)...WE WANT A CONVERSATION WITH YOU!...,"$150,000 - $200,000 a year","CyberCoders Venice, CA 90291",,
Data Scientist,CyberCoders,"Santa Monica, CA 90401","Data Scientist If you are a Data Scientist with experience, please read on! Ability to communicate analyses in a clear and effective manner to senior-level...",Nothing_found,"CyberCoders Santa Monica, CA 90401",,
Senior Data Engineer,Grindr,"Los Angeles, CA 90046",Experience with dimensional data modeling and schema design in Data Warehouses. Be familiar with legal compliance (with data management tools) data...,Nothing_found,"Grindr Los Angeles, CA 90046",,
Insights Manager,Riot Games,"Los Angeles, CA",Your strength in crafting accessible narratives around data means stakeholders can easily access your thinking and findings....,Nothing_found,"Riot Games Los Angeles, CA",,
Senior Scientist Position,"Simulations Plus, Inc.","Lancaster, CA 93534","Senior Scientist Position. Analyze and interpret preclinical and clinical data. Two years of experience as Scientist, Research Associate, or related....",Nothing_found,"Simulations Plus, Inc. Lancaster, CA 93534",,
Sr. Software Engineer - Big Data,Connexity,"Los Angeles, CA",We aim to reduce the cost of R&D for our data scientists. Values data over dogma. Develop and maintain complex data processing pipelines....,Nothing_found,"Connexity Los Angeles, CA",,
Senior Marketing Manager,Two Bit Circus,"Los Angeles, CA","Here’s your chance!We are a band of mad scientists, artists, inventors, storytellers and performers, building big games, and telling stories with technology....",Nothing_found,"Two Bit Circus Los Angeles, CA",,
Clinical Research Scientist,Abbott Laboratories,"Sylmar, CA","Conducts team meetings, drafting and sending routine correspondence (e.g., newsletters) and by presenting regular updates to senior staff....",Nothing_found,"Abbott Laboratories Sylmar, CA",,
Senior Front-end Software Engineer,Smarkets,"Los Angeles, CA","Come join former financial and adtech engineers, researchers, scientists, and PhDs at one of the most dynamic workforces in Europe....",Nothing_found,"Smarkets Los Angeles, CA",,
"Scientist II, Senior Scientist or Senior Scientist II","Simulations Plus, Inc.","Lancaster, CA 93534","Scientist II, Senior Scientist or Senior Scientist II. Immediate openings for Scientist II, Senior Scientist and Senior Scientist II in our Simulation...",Nothing_found,"Simulations Plus, Inc. Lancaster, CA 93534",,
Lead Radiation Systems Engineer IV,Jet Propulsion Laboratory,"Pasadena, CA","Numerical analysis, data analysis, mathematical modeling. Strong ability to communicate with a wide range of internal and external interfaces (i.e., NASA and...",Nothing_found,"Jet Propulsion Laboratory Pasadena, CA",,
Senior Mobile Developer - LA,Smarkets,"Los Angeles, CA","Come join former financial and adtech engineers, researchers, scientists, and PhDs at one of the most dynamic workforces in Europe....",Nothing_found,"Smarkets Los Angeles, CA",,
System Administrator,Raytheon,"Pasadena, CA 91107",Restore data per user data requests. Assist Senior staff in maintaining the high uptime operational system....,Nothing_found,"Raytheon Pasadena, CA 91107",,
Principal Clinical Research Scientist,Abbott Laboratories,"Sylmar, CA","Interfaces with senior management on significant matters, often requiring the coordination of activity across organizational units....",Nothing_found,"Abbott Laboratories Sylmar, CA",,
Senior Software Engineer,ZestFinance,"Los Angeles, CA","This is a hands-on position, and you will have many opportunities to pair with junior and senior developers and data scientists, delivering features while...",Nothing_found,"ZestFinance Los Angeles, CA",,
"Scientist, Analytical Development (SAN DIEGO)",San Diego Pharmaceuticals,"Los Angeles, CA","The Scientist will also support formulation, mentor junior scientists, bring technology and training to the department and help establish and drive toward...",Nothing_found,"San Diego Pharmaceuticals Los Angeles, CA",,
Immunology Manager,Q2 Solutions,"Valencia, CA",California Clinical Laboratory Scientist (CLS) license required. Meet regularly with staff and senior management to discuss and resolve workload and technical...,Nothing_found,"Q2 Solutions Valencia, CA",,
Mission Director,Universities Space Research Association,"Palmdale, CA","Ability to define problems, collect data, establish facts, and draw valid conclusions. The MD becomes the senior Mission Operations Support person on the flight...",Nothing_found,"Universities Space Research Association Palmdale, CA",,
Senior Data Engineer,Mastech Digital,"Santa Clarita, CA","Senior Data Engineer. Expertise troubleshooting data quality issues, analyzing data requirements, and utilizing big data systems....",Nothing_found,"Mastech Digital Santa Clarita, CA",,
"Director, Biostatistics, Early Clinical Development",Pfizer,"Los Angeles, CA","The right candidate will partner with senior management, clinicians, clinical pharmacologists, translational medicine, and other scientists to support early...",Nothing_found,"Pfizer Los Angeles, CA",,
Principal Developer,Capital Group,"Los Angeles, CA 90071","Partner with investors, subject matter experts, and data scientists to develop new workflows and data sources, define technical architecture, and lead the...",Nothing_found,"Capital Group Los Angeles, CA 90071",,
DevOps Engineer,LT,"Los Angeles, CA","Our data team consists of two data analysts and three data scientists. Some of the data tools include Kafka, Spark and more....",Nothing_found,"LT Los Angeles, CA",,
Electrical Technician,Data Based Solutions Inc.,"Los Angeles, CA","Provides supporting services and tooling at the direction of senior engineers and scientists. Analyzes and interprets test data. Los Angeles, CA*....",Nothing_found,"Data Based Solutions Inc. Los Angeles, CA",,
Senior Research Analyst,California Association of Realtors,"Los Angeles, CA",Excellent applied data analysis skills. Ability to understand the story and tell it with a data visualization;...,Nothing_found,"California Association of Realtors Los Angeles, CA",,
Clinical Lab Scientist II - Clinical Laboratory - Full Time/Nights - $5K SIGN-ON BONUS,Antelope Valley Hospital,"Lancaster, CA",Clinical Laboratory Scientist II. Monitors temperatures of equipment and refers all out of range recordings to the designated Senior Clinical Laboratory...,Nothing_found,"Antelope Valley Hospital Lancaster, CA",,
Clinical Lab Scientist II - Clinical Laboratory -Temporary/ Per Diem/Varied/,Antelope Valley Hospital,"Lancaster, CA",Clinical Laboratory Scientist II. Monitors temperatures of equipment and refers all out of range recordings to the designated Senior Clinical Laboratory...,Nothing_found,"Antelope Valley Hospital Lancaster, CA",,
Sr Clinical Laboratory Scientist - Clinical Laboratory - Full Time/Nights - $5K SIGN-ON BONUS,Antelope Valley Hospital,"Lancaster, CA","Assists with the collection and analysis of workload data. Provides technical support for Phlebotomists, Technicians and Clinical Laboratory Scientists....",Nothing_found,"Antelope Valley Hospital Lancaster, CA",,
"Senior Analyst, Quantitative Research",Kelton Global LLC,"Los Angeles, CA",WHO WE ARE: Kelton is a strategy consultancy that creates consumer-oriented business solutions based on core human truths. We create brand relevance and...,Nothing_found,"Kelton Global LLC Los Angeles, CA",,
Sr Clinical Laboratory Scientist - Clinical Laboratory - Full Time/Days - $5K SIGN-ON BONUS,Antelope Valley Hospital,"Lancaster, CA","Assists with the collection and analysis of workload data. Provides technical support for Phlebotomists, Technicians and Clinical Laboratory Scientists....",Nothing_found,"Antelope Valley Hospital Lancaster, CA",,
Data Scientist,HIRECLOUT,"Santa Ana, CA","Senior Data Scientist. Game changing AI Technology company seeks Senior Data Scientist. This is an opportunity to work with unstructured data from audio, video,...",Nothing_found,"HIRECLOUT Santa Ana, CA",,
Signal Processing Data Scientist,The Aerospace Corporation,"El Segundo, CA 90245",MEMBR-TCH STF SR. Experience in data science projects. Experience required in Data Science which includes:. Experience in implementing data science algorithms...,Nothing_found,"The Aerospace Corporation El Segundo, CA 90245",,
Senior Data Scientist,Workbridge Associates,"Irvine, CA",A revolutionary company in the marketing industry is looking for a Data Scientist. 5+ years’ experience in Data Analytics....,Nothing_found,"Workbridge Associates Irvine, CA",,
Formulations Senior Scientist,Nitto Avecia Pharma Services,"Irvine, CA","Review, maintain and analyze the collected stability data. Perform statistical analysis to extrapolate and predict drug substance retest date and drug product...",Nothing_found,"Nitto Avecia Pharma Services Irvine, CA",,
Senior Project Manager - Environmental,HDR,"Irvine, CA 92602","Senior Project Manager - Environmental - (145833). We create an unshakable foundation for progress because our multidisciplinary teams also include scientists,...",Nothing_found,"HDR Irvine, CA 92602",,
Sr. Research & Recovery Analyst,"Carrington Mortgage Services, LLC","Anaheim, CA","The senior leadership team is full of top industry leaders. As a result of our continuing growth and success, we are seeking a Sr....",Nothing_found,"Carrington Mortgage Services, LLC Anaheim, CA",,
"Environmental, Social & Governance (ESG) Research Analyst",Pacific Investment Management Company LLC,"Newport Beach, CA 92660","Proven presentation, communication and influencing skills with senior stakeholders. We are seeking a senior analyst to join our ESG initiative, and sit within...",Nothing_found,"Pacific Investment Management Company LLC Newport Beach, CA 92660",,
