,job_title,company_name,location,summary,salary
2572,director of crm and digital marketing,l'oreal usa,"newport beach, ca","urban decay is seeking a director of crm and digital marketing to join our team in newport beach, ca. position purpose the director of crm and digital...",Nothing_found
2584,"vp - quantitative analytics (modeling), santa ana",banc of california,"santa ana, ca","since 1941, banc of california (nyse:banc) has provided full-service banking and home lending to individuals and their businesses, families and employees...",Nothing_found
2585,"vp - quantitative analytics (governance), santa ana",banc of california,"santa ana, ca",develops predictive analytics for all the major business segments by analyzing and evaluating relevant drivers and performance;...,Nothing_found
2603,senior director of clinical contracts and quality assurance jr 931,mental health america of los angeles,"long beach, ca",senior director of clinical contracts and quality assurance department: administration reports to : chief operating officer flsa status: exempt category:...,Nothing_found
2613,"director, health plan quality improvement",molina healthcare,"long beach, ca","3 years experience in reporting & analytics. the director serves as the quality improvement leader for the state health plan and leads programs involving hedis,...",Nothing_found
2632,"global director, product line management, roxy footwear",quiksilver,"huntington beach, ca 92649",defines regional smu needs supported by analytics provided by regional merchandise planning. owns the regional hindsight meeting and identifies regional wins...,Nothing_found
2661,director of product,silversheet,"los angeles, ca 90025","use analytics and customer interviews to iterate product design, with the goal of driving a customer engagement, renewals, and sales....",Nothing_found
2665,director of e,tadashi shoji & associates,"commerce, ca","tadashi shoji, an la-based fashion house, is seeking a qualified director of e-commerce who under the direction of general manager will lead and manage all...",Nothing_found
2674,"associate director, analytics",mullen advertising,"el segundo, ca",we are seeking an associate director of analytics to join our los angeles or san francisco analytics team....,Nothing_found
2748,director of merch solutions,torrid,"industry, ca","bachelor’s degree in a discipline related to math, business and/or analytics. join the fastest growing plus-size retailer in the nation!...",Nothing_found
2810,"director, finance & analytics",molina healthcare,"long beach, ca","advanced training or experience in healthcare analytics. as the director, finance and analytics, you will lead financial analysis of the health plan's...",Nothing_found
2830,director of e-commerce,markwins beauty brands,"industry, ca 91789","analytics, reporting and p&l accountability. excellent quantitative and analytical skills, including use of website analytics tools, basic financial analysis...",Nothing_found
2845,director of cost efficiency,j.d. power,"costa mesa, ca","this is adynamic, sole contributor role that will require working and managing across amatrix of organizations (business units/finance/hr/sourcing, etc.)....",Nothing_found
2871,director of growth marketing,joybird,"commerce, ca","be a key partner across all growth marketing-related analytics efforts. set growth and performance benchmarks, and establish analytics and dashboarding for key...",Nothing_found
2932,v.p. of marketing,coaster company of america,"santa fe springs, ca","- high technical and experience in big data, and analytics and reporting. - packages our industry-leading thought leadership for fee and non-fee offerings and...",Nothing_found
2993,"associate director, analytics",mullen,"los angeles, ca",we are seeking an associate director of analytics to join our los angeles or san francisco analytics team....,Nothing_found
3001,stress testing model risk audit – vice president,mufg,"monterey park, ca","exposure to wide variety of bank products and derivatives, balance sheets, risk analytics, validation methodologies and regulatory requirements....",Nothing_found
3002,"vice president, dfir","stroz friedberg, an aon company","los angeles, ca","as a vice president, you will manage local and regional teams of experts in running high-stakes, high-profile dfir investigations for our clients....",Nothing_found
3009,strategy healthcare consulting,kaufman hall,"el segundo, ca 90245","senior associate, 4-6 years, assistant vice president, 7-9 years). assistant vice presidents will also have responsiblility for mentoring and training of more...",Nothing_found
3013,vp marketing - beauty,beauty brand,"los angeles, ca",working knowledge of google analytics. build and deliver monthly marketing metrics report with analytics and insights....,Nothing_found
3014,"audit it operations, vice president",mufg,"monterey park, ca","the vice president, audit manager position is a line management role within the internal audit for the americas function....",Nothing_found
3019,"vp, ecommerce",toms shoes,"los angeles, ca 90066","the vice president, ecommerce will contribute to toms success by serving as a key business partner to the chief merchandising officer/gm of americas,...",Nothing_found
3021,"vp, linear programming & ott",jukin media,"los angeles, ca","the vice president, linear programming & ott manages a small team of full time and contracted programming and production personnel and represents the team when...",Nothing_found
3033,"vice president, microsoft consulting",sada systems inc.,"los angeles, ca","the vice president of microsoft consulting is responsible for accelerating our growing microsoft professional services team, including implementation resources,...",Nothing_found
3034,vice president of revenue and growth,spokeo,"pasadena, ca","spokeo is seeking a vice president of revenue & growth to join us in pasadena, ca. experience with analytics and marketing tools such as google analytics,...",Nothing_found
3035,"cadreon - vice president, programmatic strategy",ipg mediabrands.,"los angeles, ca","effectively foster, in tandem with the data and analytics lead, and guide client on their data and dmp strategy to ensure thorough integration into all...",Nothing_found
3036,vp compliance,scan health plan,"long beach, ca 90806","as the vice president of compliance, compliance officer is accountable for developing and maintaining an effective compliance program....",Nothing_found
3041,"vice president, talent acquisition",the wonderful company llc,"los angeles, ca 90064",the vice president of talent acquisition will have the responsibility of designing and executing the recruitment strategy for the wonderful company....,Nothing_found
3054,"vp, digital & magazine activation",zenith,"los angeles, ca","dsps, dmps, mobile innovations, olv cross screen, data and analytics, etc…. this position requires a highly motivated, entrepreneurial person to lead the day to...",Nothing_found
3055,vice president of marketing,american botanical pharmacy,"marina del rey, ca 90292","excellent quantitative and analytical skills including application of analytics to marketing. dually reporting to the ceo and the chief strategy officer, the vp...",Nothing_found
3056,vp of marketing,heavy hitters,"los angeles, ca",vice president (vp) of marketing responsibilities:. about the vice president (vp) of marketing position....,Nothing_found
3066,"vice president, talent acquisition",the wonderful company,"los angeles, ca",the vice president of talent acquisition will have the responsibility of designing and executing the recruitment strategy for the wonderful company....,Nothing_found
3067,billing systems lead - transaction banking / vp,purepoint financial,"monterey park, ca","senior technology lead - transaction banking billing & analytics, vice president. discover your opportunity with mitsubishi ufj financial group (mufg), the 5th...",Nothing_found
3071,"v.p., exchange datafeed solutions - product strategist",factset research systems,"los angeles, ca 90017","as a global provider of financial information and analytics, factset helps the world’s best investment professionals outperform....",Nothing_found
3079,marketing director,gold's gym - socal,"san fernando valley, ca","strong business analytics. in the role, the right candidate will work closely as an advisor/consultant to vice presidents and sales leadership, developing...",Nothing_found
3080,avp creative direction,at&t,"el segundo, ca 90245",report to the vice president of digital strategy who is a direct report to an. in analyzing business intelligence and analytics....,Nothing_found
3083,"associate director, corporate development & strategy",j2 global,"los angeles, ca","associate director, corporate development (m&a) reports to the vice president, corporate development, j2 global® and works closely with the presidents & vice...",Nothing_found
3084,director of user acquisition,grindr,"los angeles, ca 90046","partner with vice president, marketing, director of growth, and paid media manager to source negotiate and develop innovative solutions for acquisition....",Nothing_found
3100,account director - consumer lifestyle,mww group,"los angeles, ca","associates become vice presidents. with dedicated insights, strategy, data and analytics, social media, creative and technology teams, mwwpr ensures that...",Nothing_found
3101,customer service advocate/office of the president,"carrington mortgage holdings, llc","anaheim, ca","our mortgage servicing platform has continued to grow by focusing resources on excellent execution of our key competencies, including customer service,...",Nothing_found
3114,ecomm content associate,quiksilver,"huntington beach, ca 92649","experience with omniture, google analytics, or other site analytics tools. this role is to be located in huntington beach, ca, will report into the ecommerce...",Nothing_found
3115,"vice president, human resources",pancreatic cancer action network,"manhattan beach, ca 90266","this position also works closely with the president and ceo to support all people related issues. the vice president, human resources is responsible for...",Nothing_found
3123,director of annual giving programs,california institute of technology,"pasadena, ca 91125",provide the structure and facilitate the trustee annual fund in collaboration with the vice president for development and institute relations....,Nothing_found
3124,"credit executive - project finance/energy, vice president",mufg,"los angeles, ca","this position is focused on analytics and reporting. reporting to the credit risk manager, the credit executive will conduct credit analysis of project finances...",Nothing_found
3126,solutions strategist,corra,"playa del rey, ca","as a solutions strategist, you will be a key member of the delivery team and report to the director of solutions strategy and vice president of delivery....",Nothing_found
3139,"field sampling technician (long beach, ca)",steep hill,"long beach, ca","performance of precise and reliable on-site sampling in accordance with state requirements and steep hill labs procedures and protocols, to ensure accurate...",Nothing_found
3141,"sales practices, vice president",mufg,"los angeles, ca",develop robust analytics techniques that mine various data sources in order to identify and assess potential emerging risks....,Nothing_found
3183,vp of marketing,burgerim group usa,"encino, ca",we are looking for an experienced vice president (vp) of marketing to direct and oversee our marketing department....,Nothing_found
3248,vp of channel operations and strategy telecom,airespring,"los angeles, ca","this individual has broad responsibility to facilitate the channel sales process, technology, administration, analytics and other areas that impact sales...",Nothing_found
3264,vp development risk management (drm),the paulsen group,united states,"strong financial, analytical, relationship management, and writing skills;outstanding analytic and organizational skills, a high degree of intellectual...","$100,000 - $120,000 a year"
3265,vice president of distribution (arabic fluency required),"true north logistics, llc",united states,strong background with analytics and problem solving in a fast paced operations environment. \*please include a cover letter briefly describing relevant...,Nothing_found
3309,"vice president, integrated media","ocean media, llc","huntington beach, ca 92647","the vice president, integrated media role will cultivate client and media relationships at senior levels. the vice president, integrated media is responsible...",Nothing_found
3334,"vp, digital and e-commerce",ultra mobile,"costa mesa, ca",leads analysis through use of comprehensive ecomm analytics. leads digital marketing manager and media agency to optimize paid and organic search campaigns...,Nothing_found
3364,"sales director - credit union vertical, central us region",experian,"costa mesa, ca","this position will report into the vice president of the credit union team. this individual will drive sales across our consumer information, decision analytics...",Nothing_found
3407,vice president of acquistions and asset management,rets associates,"newport beach, ca","rets associates, on behalf of our client, a highly regarded commercial real estate investment manager, is looking to add a talented vice president of...",Nothing_found
3439,vice president of marketing (44291),teacher created materials,"huntington beach, ca 92649","reporting directly to the executive vice president of sales and marketing, you will lead a team of professionals in positioning and marketing our products and...",Nothing_found
3748,"sr. director of marketing, imaging",kavo kerr,"santa ana, ca","reporting to the vice president, north america marketing, the senior director of marketing, is responsible for the strategic dental imaging platform including...",Nothing_found
3751,chief information systems officer,glendale community college,"glendale, ca",general supervision is received by the executive vice president of administrative services with dotted line reporting to the vice president of instructional...,Nothing_found
3760,"vice president, engagement management","stroz friedberg, an aon company","los angeles, ca",the vice president role is a pivotal role for stroz friedberg as the organization embarks on expansion....,Nothing_found
3780,vp of marketing,omaze,"los angeles, ca",analytically driven - excited to develop our data-driven marketing team and partner with our data science team to unlock additional impact....,Nothing_found
3781,"director, evaluation and museum impact",l.a. county museum nh,"los angeles, ca","phd in science education, applied psychology, learning sciences (or related field) is highly desirable. director, evaluation and museum impact role is a newly...",Nothing_found
3786,vp clinical development,jd farrell & assoc.,"los angeles, ca","assist site personnel with data changes as needed to ensure clarity and accuracy of the data. in engineering, science, or medical field....",Nothing_found
3793,"scientist i, r&d",thermo fisher scientific,"canoga park, ca 91304","prioritize daily assignments approved by supervisor, research manager or vice president to ensure completion of the assignments....",Nothing_found
3796,sr it consultant solutions,kaiser permanente,"pasadena, ca","two (2) years of work experience in a role requiring interaction with executive leadership (e.g., vice president level and above)....",Nothing_found
3797,"vp, financial planning & analysis",grant/morgan associates,"los angeles, ca","this person will be partnered with the cfo of this complex, global life sciences / medical technology business....",Nothing_found
3798,hem-onc msl expansion,tmac direct,"los angeles, ca","they are looking for three senior-level oncology medical science liaisons to cover socal, southwest, and northcentral regions....",Nothing_found
3831,principal architect - epic ambulatory,memorial health services,"fountain valley, ca 92708",the principal architect works under the direct supervision of the director of architecture and security and vice president of information services....,Nothing_found
3849,senior it consultant - it bio,kaiser permanente,"pasadena, ca","two (2) years of work experience in a role requiring interaction with executive leadership (e.g., vice president level and above)....",Nothing_found
3983,senior it consultant,kaiser permanente,"pasadena, ca","two (2) years of work experience in a role requiring interaction with executive leadership (e.g., vice president level and above)....",Nothing_found
4060,director crm/cpq applications,experian,"costa mesa, ca",gcss vice president direct subordinate:. 5+ years supervisory experience 10+ years of progressive it professionalexperience mba preferred must have experience...,Nothing_found
4084,associate director/director of quality assurance,dahlia consulting,"el segundo, ca","review release assay data. ba/bs degree in engineering, life sciences or other relevant biologic, chemistry, biochemistry discipline required....",Nothing_found
4248,associate director for student government,"associated students, inc. cal poly pomona","pomona, ca",works collaboratively with the president and vice president to provide organizational vision and leadership....,Nothing_found
